hid;idno;relation;sex;age;age_month;occupation;industry;migrate_recent;disability
017419a9960;3;3;2;7;;;0;0;0
017419a9960;4;3;2;11;;0;0;99;0
017419a9960;5;3;2;12;;0;0;99;0
017ae0ad540;1;1;1;51;;0;0;99;0
017ae0ad540;2;2;2;49;;;0;99;0
017ae0ad540;3;3;2;15;;0;0;99;0
017ec5bda2f;1;1;1;28;;7;5;12;0
017ec5bda2f;2;2;2;27;;0;;11;0
017ec5bda2f;3;3;1;4;57;0;0;11;0
017ec5bda2f;4;3;1;7;;0;0;20;0
017ffd5f226;1;1;1;67;;6;1;0;0
017ffd5f226;2;2;2;56;;;0;99;0
017ffd5f226;3;3;1;11;;0;0;99;
017ffd5f226;4;3;;22;;6;1;99;0
018313562ea;1;1;1;22;;8;8;;0
018313562ea;2;2;2;20;;0;;;0
01842d09d6f;1;1;1;39;;6;1;20;0
01842d09d6f;2;2;2;31;;0;0;99;1
01842d09d6f;3;3;1;7;;0;0;20;0
01842d09d6f;4;3;1;10;;0;;30;0
01842d09d6f;5;3;2;14;;0;0;99;
01842d09d6f;6;3;2;16;;6;1;99;1
01842d09d6f;7;3;2;18;;0;0;10;
0186d5fccc7;1;1;2;44;;6;1;20;0
0186d5fccc7;2;3;2;5;;0;0;20;0
0186d5fccc7;3;3;2;8;;;0;20;0
0186d5fccc7;4;3;2;9;;0;0;11;0
0186d5fccc7;5;3;1;15;;0;0;99;0
0186d5fccc7;6;3;2;17;;0;0;11;0
01888723dc8;1;1;2;51;;9;1;99;0
01888723dc8;2;4;2;86;;;0;99;0
0192d0b8b22;1;1;1;44;;;;30;0
0192d0b8b22;2;;2;39;;3;14;30;0
0192d0b8b22;3;3;2;8;;0;0;;0
0192d0b8b22;4;3;1;8;;0;0;30;0
0192d0b8b22;5;4;1;45;;7;5;99;0
01948531db5;1;1;1;55;;9;1;20;0
01948531db5;2;2;2;46;;;1;30;0
01948531db5;3;3;1;11;;;0;30;
01948531db5;4;3;1;17;;9;;;0
01948531db5;5;3;1;27;;2;14;30;0
019da80a705;1;1;1;37;;;1;30;0
019da80a705;2;2;2;24;;6;1;30;0
019da80a705;3;3;1;2;34;0;0;;0
019da80a705;4;3;1;6;;0;0;10;0
019da80a705;5;3;2;7;;0;0;30;
01a841cc876;1;1;2;85;;0;0;12;0
01a841cc876;2;3;2;53;;0;;20;
01a841cc876;3;4;1;25;;7;0;11;0
01a841cc876;4;4;1;28;;;0;99;0
01a8d0fc893;1;1;1;52;;1;;99;0
01a8d0fc893;2;2;2;45;;4;12;99;0
01a8d0fc893;3;3;1;16;;0;;99;0
01a8d0fc893;4;3;1;22;;0;0;;0
01a8d0fc893;5;3;2;23;;0;0;99;0
01a8d0fc893;6;4;2;77;;0;0;99;0
01a8d0fc893;7;5;2;38;;0;0;99;0
01b0ccfa92f;1;1;1;38;;1;3;20;0
01b0ccfa92f;2;2;2;30;;4;11;99;0
01b0ccfa92f;3;3;1;3;38;0;0;99;0
01b0ccfa92f;4;3;2;7;;0;0;;0
01bf5230f43;1;1;2;67;;0;;20;0
01bf5230f43;2;4;1;3;39;0;0;20;0
01bf5230f43;3;4;2;4;48;0;;20;0
01bf5230f43;4;4;1;8;;0;0;20;0
01ca1c4d24e;1;1;1;35;;4;7;20;0
01ca1c4d24e;2;2;2;34;;;7;0;0
01ca1c4d24e;3;3;1;2;32;0;;99;0
01ca1c4d24e;4;3;2;14;;;0;0;0
01cb3f3eccd;1;1;2;63;;0;0;20;0
01cb3f3eccd;2;2;1;26;;3;3;30;0
01cb3f3eccd;3;3;2;31;;0;0;11;0
01cb3f3eccd;4;3;1;42;;3;;99;0
01cb3f3eccd;5;4;1;10;;0;0;20;0
01cb3f3eccd;6;4;2;17;;;0;99;
01cb3f3eccd;7;4;2;17;;0;0;;0
01cb3f3eccd;8;4;1;38;;8;3;20;
01d61cbff7e;1;1;1;49;;5;6;30;0
01d61cbff7e;2;2;2;42;;0;0;30;0
01d61cbff7e;3;3;1;5;;0;0;30;0
01d61cbff7e;4;3;2;15;;;0;30;0
01d61cbff7e;5;3;2;15;;0;0;30;0
01e0dc4dd62;1;1;1;;;8;8;12;0
01e0dc4dd62;2;2;2;30;;7;3;12;0
01e0dc4dd62;3;3;2;4;55;0;0;12;0
01e0dc4dd62;4;3;1;8;;0;0;11;0
01e0dc4dd62;5;3;2;9;;0;0;11;0
01e2b313361;1;1;1;64;;8;8;10;0
01e2b313361;2;2;2;62;;0;0;99;0
01e836e91b7;1;1;2;75;;;;0;0
01f124e7914;1;1;1;43;;0;0;;0
01f124e7914;2;2;2;26;;0;0;20;
01f124e7914;3;3;2;2;31;0;0;20;0
01f124e7914;4;3;1;5;;;0;20;0
01fcedf2188;1;1;2;49;;;1;20;1
01fcedf2188;2;3;1;11;;0;0;20;0
01fcedf2188;3;3;1;14;;0;0;20;0
01fcedf2188;4;3;;16;;6;1;20;0
0207ab86a95;1;1;1;45;;6;1;11;0
0207ab86a95;2;2;2;44;;6;1;11;0
0207ab86a95;3;3;2;9;;0;0;12;0
0207ab86a95;4;3;1;10;;0;0;11;0
0207ab86a95;5;3;1;14;;0;0;11;0
02101486442;1;1;1;44;;6;1;11;0
02101486442;2;2;2;25;;0;0;11;0
02101486442;3;3;2;0;2;0;0;0;0
02101486442;4;3;2;2;30;0;0;11;0
02101486442;5;3;1;4;48;0;0;0;0
021eb971793;1;1;1;33;;6;;20;0
021eb971793;2;2;2;25;;6;1;10;0
021eb971793;3;3;2;1;23;;;10;0
021eb971793;4;3;1;6;;0;0;11;0
0220317e5f3;1;1;1;36;;;1;30;0
0220317e5f3;2;2;2;24;;6;;11;0
0220317e5f3;3;3;2;0;3;0;0;12;0
0220317e5f3;4;3;2;1;17;0;0;10;
0220317e5f3;5;3;2;3;39;0;0;30;0
0220317e5f3;6;3;1;3;46;0;;30;0
0220317e5f3;7;3;1;5;;0;0;0;0
0220317e5f3;8;3;1;8;;0;0;99;0
0221d52949f;1;1;2;;;0;0;11;0
0221d52949f;2;3;2;22;;0;0;11;0
0221d52949f;3;3;1;26;;7;11;11;0
0221d52949f;4;3;2;29;;4;9;11;0
0221d52949f;5;4;2;19;;0;;11;0
0228c580c8d;1;1;1;55;;6;1;20;0
0237106749f;1;1;2;45;;3;12;30;0
0237106749f;2;3;1;20;;0;0;30;0
0237106749f;3;4;1;49;;2;8;30;0
0237106749f;4;5;1;16;;0;0;30;0
023c9a213c5;1;1;1;31;;7;5;20;1
023c9a213c5;2;4;2;19;;6;1;11;0
02510d004a2;1;1;1;62;;6;1;12;0
02510d004a2;2;2;2;61;;6;1;;0
02510d004a2;3;3;1;30;;6;1;12;0
02510d004a2;4;;2;36;;2;5;12;0
02510d004a2;5;4;1;2;;0;0;0;0
02510d004a2;6;4;1;32;;6;1;30;0
02510d004a2;7;4;1;34;;;1;11;0
02589d8b91d;1;1;1;48;;8;8;99;0
02589d8b91d;2;2;2;44;;0;;20;0
02589d8b91d;3;3;2;10;;0;0;99;0
02644c50256;1;1;1;47;;;8;20;0
02644c50256;2;4;1;8;;0;0;10;0
02664aedf12;1;1;1;63;;5;10;20;0
02664aedf12;2;2;2;47;;9;6;20;0
026a2f5634c;1;1;1;40;;5;11;20;0
026a2f5634c;2;;2;;;;6;0;0
026a2f5634c;3;3;2;0;9;0;0;12;0
026a2f5634c;4;3;2;6;;;0;0;0
026a2f5634c;5;3;1;10;;0;0;0;
026a2f5634c;6;3;2;12;;0;0;0;0
026a2f5634c;7;3;1;13;;0;;0;0
02754609cf2;1;1;1;25;;7;3;20;0
02754609cf2;2;2;2;24;;0;0;20;0
02754609cf2;3;3;2;2;30;0;;20;0
027ba1fd760;1;1;1;25;;1;2;20;0
027ba1fd760;2;2;2;23;;0;0;20;0
02a4ff720c6;1;1;1;57;;0;0;0;0
02a4ff720c6;2;2;2;52;;0;0;11;0
02a4ff720c6;3;3;2;27;;6;1;11;0
02a4ff720c6;4;3;1;30;;8;3;11;0
02a4ff720c6;5;4;1;5;;0;0;11;0
02a4ff720c6;6;4;1;7;;0;0;11;
02c0dae911a;1;1;1;66;;0;0;12;0
02c0dae911a;2;2;2;58;;0;;11;0
02c0dae911a;3;4;2;91;;0;0;12;1
02c335d5969;1;1;1;46;;1;5;11;0
02c335d5969;2;2;2;40;;0;0;11;0
02c335d5969;3;3;2;17;;0;0;11;0
02c335d5969;4;3;2;18;;0;0;11;0
02d1f00d3aa;1;1;1;78;;6;1;0;0
02d1f00d3aa;2;2;2;80;;0;0;0;
02d1f00d3aa;3;4;1;26;;6;1;0;0
02ec66b94c3;1;1;1;43;;6;1;11;0
02ec66b94c3;2;2;2;38;;0;0;99;0
02fb26bf54e;1;1;1;50;;4;11;12;0
02fb26bf54e;2;2;2;;;0;0;12;0
02fb26bf54e;3;3;1;24;;5;9;0;0
031250285ff;1;1;1;35;;9;10;99;0
031250285ff;2;2;2;20;;6;1;20;0
031250285ff;3;3;2;2;28;0;0;20;0
031250285ff;4;3;1;3;39;0;0;20;0
031af53f54b;1;1;1;40;;;8;20;0
031af53f54b;2;2;;37;;5;7;20;0
031af53f54b;3;3;2;7;;0;0;10;0
031af53f54b;4;3;1;8;;0;0;20;0
031af53f54b;5;3;2;12;;0;0;10;0
03351f6ee62;1;1;1;38;;8;8;12;0
03351f6ee62;2;2;2;38;;5;12;11;0
03351f6ee62;3;3;1;4;59;;0;12;0
03351f6ee62;4;3;1;6;;0;0;12;0
03351f6ee62;5;3;2;8;;0;0;11;0
03351f6ee62;6;3;1;10;;0;0;0;0
033c6baccf8;1;1;2;32;;0;0;30;
033c6baccf8;2;3;2;7;;0;;30;0
033c6baccf8;3;3;2;11;;0;0;11;0
033c6baccf8;4;3;2;12;;0;0;11;0
0340a4d7b85;1;1;1;41;;6;1;30;0
0340a4d7b85;2;2;2;32;;6;1;30;0
0340a4d7b85;3;3;1;0;6;0;0;10;
0340a4d7b85;4;3;1;2;35;0;0;10;1
0340a4d7b85;5;3;2;3;45;;0;20;0
0340a4d7b85;6;3;2;6;;0;0;20;0
0340a4d7b85;7;3;2;8;;;0;;0
0340a4d7b85;8;3;1;11;;0;0;30;0
0340a4d7b85;9;3;1;13;;0;0;11;
0349038d7cf;1;1;1;35;;2;9;20;
0349038d7cf;2;2;2;29;;;0;99;0
0349038d7cf;3;;2;4;54;0;0;99;1
0349038d7cf;4;3;1;7;;0;0;99;0
034ae1750c4;1;1;1;38;;6;1;99;0
034ae1750c4;2;2;2;38;;6;1;99;0
034ae1750c4;3;3;2;3;40;;0;10;
034ae1750c4;4;3;2;4;56;0;0;10;0
034ae1750c4;5;3;2;9;;;0;11;0
0357e0b3676;1;1;1;48;;;1;;0
0357e0b3676;2;2;2;46;;6;1;99;0
0357e0b3676;3;3;2;;37;0;0;99;0
0357e0b3676;4;3;1;4;56;0;0;99;0
0357e0b3676;5;3;2;11;;0;0;99;1
036a2ab8f25;1;1;1;60;;4;;99;0
036a2ab8f25;2;2;2;59;;4;10;10;
036a2ab8f25;3;4;1;48;;0;0;10;1
036c7f2c1ad;1;1;1;40;;5;3;20;0
0374d89be72;1;1;2;47;;;6;99;0
0374d89be72;2;3;2;10;;0;0;99;0
0374d89be72;3;3;2;22;;0;0;99;0
0374d89be72;4;3;2;24;;;0;99;0
0374d89be72;5;3;2;28;;4;6;99;
0374d89be72;6;3;2;31;;0;0;99;
038437183e8;1;1;1;56;;5;7;20;1
038437183e8;2;2;2;53;;5;14;12;0
038437183e8;3;3;1;25;;0;0;0;0
038437183e8;4;3;1;27;;0;0;12;
039732c06b7;1;1;1;36;;5;11;11;
039732c06b7;2;2;2;35;;9;15;20;0
039732c06b7;3;3;2;2;30;;0;20;0
039732c06b7;4;3;2;;;0;0;20;0
039732c06b7;5;3;1;12;;0;0;20;0
039732c06b7;6;4;2;12;;0;0;10;0
039c670e58e;1;1;1;46;;6;1;20;0
039c670e58e;2;2;2;38;;0;0;11;0
039c670e58e;3;3;1;3;43;0;0;11;0
039c670e58e;4;3;1;6;;0;0;20;0
039c670e58e;5;3;2;14;;0;0;11;0
03a0f00a5a1;1;1;;43;;0;0;20;0
03a0f00a5a1;2;2;1;49;;6;1;99;0
03a0f00a5a1;3;3;2;9;;0;;;0
03a0f00a5a1;4;3;2;17;;0;0;99;0
03a0f00a5a1;5;3;2;20;;11;0;10;0
03a0f00a5a1;6;4;1;72;;0;0;20;
03b021ca3e0;1;1;1;36;;0;0;30;0
03b021ca3e0;2;2;2;28;;0;0;30;0
03b021ca3e0;3;3;2;2;25;0;0;11;0
03b021ca3e0;4;3;1;8;;0;0;20;0
03c36aea252;1;1;2;42;;9;;20;0
03c36aea252;2;2;1;36;;8;3;20;0
03c36aea252;3;3;1;10;;;;99;0
03c36aea252;4;3;2;17;;0;0;10;0
03c36aea252;5;3;2;19;;0;0;99;0
03c70e0801b;1;1;1;32;;9;;30;0
03c70e0801b;2;2;2;33;;6;1;99;0
03c70e0801b;3;3;2;1;19;0;0;10;0
03c70e0801b;4;3;2;5;;0;0;10;0
03c70e0801b;5;3;1;9;;0;0;;0
03c70e0801b;6;3;1;11;;;0;99;0
03c70e0801b;7;4;1;58;;6;1;10;0
03dfc76fa6b;1;1;1;25;;10;10;30;0
03dfc76fa6b;2;2;2;21;;9;15;99;0
03dfc76fa6b;3;3;2;3;43;0;0;11;0
03e098e1714;1;1;1;47;;7;3;20;
03e098e1714;2;2;2;46;;;6;10;0
03e098e1714;3;3;1;21;;0;0;10;0
03ec8e3853c;1;1;1;21;;;0;20;0
03ec8e3853c;2;2;2;20;;;11;20;0
03ec8e3853c;3;3;1;0;4;0;0;11;0
03f31e8a0b5;1;1;1;61;;1;6;30;0
03f31e8a0b5;2;2;2;60;;0;0;30;0
03f6a8e247a;1;1;1;35;;0;0;10;0
03f6a8e247a;2;2;2;36;;0;0;11;0
03f6a8e247a;3;3;1;5;;0;0;11;
03f6a8e247a;4;3;1;;;0;0;11;0
03f6a8e247a;5;3;2;13;;0;0;11;0
03f6a8e247a;6;3;1;17;;1;8;11;0
03f6a8e247a;7;3;1;19;;1;8;11;0
03fe9b4a499;1;1;1;32;;6;1;20;0
03fe9b4a499;2;2;2;32;;9;1;11;0
03fe9b4a499;3;3;2;1;17;0;0;30;0
03fe9b4a499;4;3;1;2;26;0;0;11;0
03fe9b4a499;5;3;2;7;;0;;;0
03fe9b4a499;6;3;1;9;;0;0;11;0
04042909301;1;1;2;80;;0;0;;0
04042909301;2;3;1;45;;9;;20;0
04042909301;3;4;;78;;0;0;20;
040bde1bf90;1;1;1;48;;6;1;0;0
040bde1bf90;2;2;2;35;;;0;;0
040bde1bf90;3;3;1;3;40;;0;20;0
040bde1bf90;4;3;1;6;;0;0;99;0
040bde1bf90;5;3;2;15;;6;1;99;0
0413c6db74f;1;1;1;55;;6;1;20;0
0413c6db74f;2;2;2;40;;6;1;20;0
0413c6db74f;3;3;1;14;;0;0;10;0
0413c6db74f;4;3;1;16;;0;0;10;0
044650b95cf;1;1;2;47;;6;1;20;0
0452ce0dcb5;1;1;1;42;;4;6;0;0
0452ce0dcb5;2;2;2;31;;3;12;99;0
0452ce0dcb5;3;3;2;1;15;0;0;10;0
0455e3b95c2;1;1;1;62;;4;8;30;0
0455e3b95c2;2;2;2;57;;0;0;30;
0455e3b95c2;3;3;2;30;;0;0;30;0
0455e3b95c2;4;4;1;6;;0;0;30;0
0455e3b95c2;5;4;1;29;;7;6;30;0
04630a4ecba;1;1;1;21;;5;14;30;0
04630a4ecba;2;2;2;20;;5;14;;0
0472a6d7c87;1;1;1;47;;9;1;12;0
0472a6d7c87;2;2;2;39;;9;1;11;
047470c6c92;1;1;1;59;;6;1;20;0
047470c6c92;2;2;2;58;;0;0;99;0
047470c6c92;3;4;1;19;;6;1;30;0
04946e7c6cf;1;1;1;56;;7;10;12;0
04946e7c6cf;2;2;2;54;;;0;12;0
04946e7c6cf;3;3;1;30;;6;1;30;0
04946e7c6cf;4;4;2;25;;3;12;12;0
04b547457c5;1;1;1;32;;9;1;20;
04b547457c5;2;2;2;32;;;6;20;0
04b547457c5;3;3;2;3;45;0;0;11;0
04b547457c5;4;3;1;10;;0;0;11;
04b547457c5;5;5;2;45;;5;6;11;0
04cef30327b;1;1;2;75;;0;0;20;0
04cef30327b;2;5;;50;;5;15;;0
04cfe9a1eb0;1;1;1;32;;6;1;20;0
04cfe9a1eb0;2;2;2;30;;6;1;;
04cfe9a1eb0;3;3;2;2;31;0;0;20;0
04d1efea065;1;1;1;33;;3;10;20;0
04d1efea065;2;2;2;34;;2;5;30;0
04d1efea065;3;3;2;3;44;0;0;20;
04d1efea065;4;3;2;9;;0;0;20;0
04db76d33bc;1;1;1;23;;5;6;30;0
04db76d33bc;2;2;2;19;;0;0;20;0
04db76d33bc;3;3;1;1;14;0;0;20;0
04dbfc785a7;1;1;1;38;;0;1;20;1
04dbfc785a7;2;2;2;33;;0;0;12;0
04dbfc785a7;3;3;1;8;;0;;99;0
04dbfc785a7;4;3;2;13;;0;;20;0
04dbfc785a7;5;4;2;24;;;0;;0
04dbfc785a7;6;4;1;24;;6;;30;0
04dbfc785a7;7;4;2;55;;0;0;30;0
04dbfc785a7;8;4;1;58;;6;;30;0
04fd96c5298;1;1;1;42;;6;1;20;0
04fd96c5298;2;2;2;38;;6;1;20;0
04fd96c5298;3;3;1;17;;6;1;11;0
0511fb32d1f;1;1;2;34;;0;0;11;0
0511fb32d1f;2;2;1;33;;3;8;11;
0511fb32d1f;3;3;1;;38;0;0;11;0
0511fb32d1f;4;3;2;6;;0;0;12;0
0511fb32d1f;5;5;2;20;;0;0;11;0
052cf65f1b3;1;1;1;62;;6;1;;0
052cf65f1b3;2;2;2;51;;6;;11;0
052cf65f1b3;3;3;2;18;;0;0;11;0
052cf65f1b3;4;3;1;22;;0;0;11;0
052cf65f1b3;5;4;1;15;;0;0;99;0
052cf65f1b3;6;4;1;21;;0;0;11;0
052cf65f1b3;7;5;1;25;;7;3;99;0
052cf65f1b3;8;5;1;32;;7;3;99;0
053c2018a76;1;1;1;50;;7;3;20;0
053c2018a76;2;2;2;36;;;0;20;0
053c2018a76;3;3;1;12;;;0;10;0
053c2018a76;4;3;1;18;;0;0;10;0
053c2018a76;5;3;1;20;;0;0;10;0
053c2018a76;6;3;1;22;;0;;20;0
053c2018a76;7;3;1;25;;0;0;10;
053c2018a76;8;4;1;7;;0;0;;0
053c2018a76;9;4;1;12;;0;;10;0
0543b6d7a01;1;1;2;60;;5;6;0;0
0543b6d7a01;2;3;1;25;;4;;99;0
0543b6d7a01;3;3;2;31;;2;12;11;0
0543b6d7a01;4;3;2;34;;9;15;11;0
0543b6d7a01;5;3;2;36;;4;11;20;0
0543b6d7a01;6;4;2;2;32;0;0;0;0
0543b6d7a01;7;4;2;20;;0;4;20;0
0543b6d7a01;8;4;1;22;;8;3;20;0
054af613ed4;1;1;1;36;;6;1;30;0
054af613ed4;2;2;2;38;;0;0;30;0
054af613ed4;3;3;1;3;43;0;0;99;0
